Date,NIFTY,RELIANCE,SBI,HDFC
2014-05-13,7108.75,1063.4,227.61,788.15
2014-05-12,7014.25,1028.7,224.27,792.15
2014-05-09,6858.8,997.6,217.33,756.8
2014-05-08,6659.85,960.3,209.18,718.3
2014-05-07,6652.55,960.85,207.58,715.6
2014-05-06,6715.3,963.35,205.22,720.2
2014-05-05,6699.35,946.85,204.46,716.7
2014-05-02,6694.8,928.1,204.82,717.1
2014-04-30,6696.4,935.8,207.86,721.3
2014-04-29,6715.25,940.3,206.58,715.8
2014-04-28,6761.25,945.0,210.62,725.2
2014-04-25,6782.75,948.25,208.53,726.4
2014-04-23,6840.8,967.15,206.52,733.0
2014-04-22,6815.35,967.75,204.86,727.55
2014-04-21,6817.65,959.6,207.21,716.45
2014-04-17,6779.4,959.1,201.73,718.7
2014-04-16,6675.3,941.3,195.94,725.95
2014-04-15,6733.1,949.1,196.41,723.95
2014-04-11,6776.3,953.75,199.42,738.15
2014-04-10,6796.4,969.05,202.81,739.4
2014-04-09,6796.2,962.15,198.5,741.85
2014-04-07,6695.05,944.15,192.24,725.35
2014-04-04,6694.35,944.25,190.28,725.45
2014-04-03,6736.1,952.65,189.62,728.8
2014-04-02,6752.55,958.2,193.49,731.9
2014-04-01,6721.05,942.6,189.37,738.1
2014-03-31,6704.2,930.75,191.77,748.8
2014-03-28,6695.9,916.15,190.2,744.95
2014-03-27,6641.75,900.75,183.7,746.75
2014-03-26,6601.4,891.2,176.75,746.05
2014-03-25,6589.75,879.3,174.34,750.15
2014-03-24,6583.5,905.4,172.56,750.65
2014-03-22,6494.9,888.15,170.35,732.4
2014-03-21,6493.2,885.8,170.22,733.85
2014-03-20,6483.1,906.0,167.8,730.2
2014-03-19,6524.05,903.0,170.89,738.45
2014-03-18,6516.65,896.45,170.13,734.0
2014-03-14,6504.2,886.15,165.42,732.15
2014-03-13,6493.1,879.55,165.21,742.35
2014-03-12,6516.9,871.35,164.51,725.55
2014-03-11,6511.9,874.75,167.48,725.15
2014-03-10,6537.25,885.45,169.22,734.45
2014-03-07,6526.65,869.4,164.97,711.45
2014-03-06,6401.15,822.45,157.74,675.6
2014-03-05,6328.65,807.0,157.66,669.75
2014-03-04,6297.95,812.95,155.04,671.7
2014-03-03,6221.45,803.4,151.84,666.2
2014-02-28,6276.95,799.95,153.33,669.6
2014-02-26,6238.8,810.7,152.04,677.4
2014-02-25,6200.05,810.55,150.6,671.1
2014-02-24,6186.1,812.35,151.05,671.0
2014-02-21,6155.45,811.5,150.21,664.4
2014-02-20,6091.45,805.45,148.06,662.75
2014-02-19,6152.75,812.25,150.81,670.05
2014-02-18,6127.1,813.15,150.1,660.4
2014-02-17,6073.3,812.3,147.36,650.4
2014-02-14,6048.35,822.05,147.51,641.8
2014-02-13,6001.1,807.4,150.06,632.5
2014-02-12,6084.0,817.9,153.25,645.45
2014-02-11,6062.7,805.25,151.97,644.8
2014-02-10,6053.45,821.95,151.41,643.9
2014-02-07,6063.2,814.45,152.76,647.75
2014-02-06,6036.3,815.85,150.49,647.0
2014-02-05,6022.4,817.25,152.17,637.45
2014-02-04,6000.9,821.55,151.54,630.6
2014-02-03,6001.8,820.9,148.84,626.5
2014-01-31,6089.5,831.15,152.39,628.5
2014-01-30,6073.7,825.0,151.66,631.8
2014-01-29,6120.25,836.6,157.37,645.45
2014-01-28,6126.25,844.85,159.63,644.45
2014-01-27,6135.85,843.15,159.45,649.2
2014-01-24,6266.75,867.65,162.12,673.4
2014-01-23,6345.65,865.8,165.83,679.5
2014-01-22,6338.95,872.45,164.69,677.1
2014-01-21,6313.8,863.05,165.95,676.1
2014-01-20,6303.95,869.75,164.19,670.05
2014-01-17,6261.65,884.75,162.16,665.0
2014-01-16,6318.9,886.15,163.62,673.05
2014-01-15,6320.9,885.45,164.07,680.55
2014-01-14,6241.85,881.5,162.75,672.3
2014-01-13,6272.75,880.4,164.13,672.85
2014-01-10,6171.45,858.15,160.82,662.05
2014-01-09,6168.35,850.7,163.98,662.95
2014-01-08,6174.6,849.05,165.72,664.7
2014-01-07,6162.25,842.1,166.14,664.4
2014-01-06,6191.45,854.95,168.82,661.7
2014-01-03,6211.15,864.25,171.97,663.1
2014-01-02,6221.15,875.0,174.26,657.0
2014-01-01,6301.65,888.8,176.51,665.15
2013-12-31,6304.0,895.2,176.65,665.85
2013-12-30,6291.1,887.1,176.46,669.5
2013-12-27,6313.8,878.85,177.01,669.65
2013-12-26,6278.9,887.55,175.35,669.05
2013-12-24,6268.4,898.05,175.93,657.3
2013-12-23,6284.5,896.25,175.85,664.45
2013-12-20,6274.25,895.15,175.12,664.6
2013-12-19,6166.65,854.05,173.11,652.55
2013-12-18,6217.15,859.95,176.34,666.25
2013-12-17,6139.05,839.2,171.83,657.6
2013-12-16,6154.7,845.05,173.21,684.35
2013-12-13,6168.4,864.7,174.36,689.95
2013-12-12,6237.05,870.2,177.7,695.2
2013-12-11,6307.9,882.6,179.66,695.55
2013-12-10,6332.85,884.65,184.33,696.7
2013-12-09,6363.9,878.95,189.09,696.65
2013-12-06,6259.9,866.7,185.96,682.7
2013-12-05,6241.1,871.0,185.6,688.1
2013-12-04,6160.95,856.05,181.74,657.6
2013-12-03,6201.85,861.9,181.35,655.75
2013-12-02,6217.85,855.3,182.22,661.3
2013-11-29,6176.1,853.2,181.95,661.3
2013-11-28,6091.85,847.95,176.36,653.4
2013-11-27,6057.1,837.95,176.37,653.55
2013-11-26,6059.1,841.25,178.53,652.95
2013-11-25,6115.35,851.7,180.67,659.75
2013-11-22,5995.45,843.75,173.8,642.15
2013-11-21,5999.05,847.6,176.3,637.65
2013-11-20,6122.9,862.5,179.57,649.55
2013-11-19,6203.35,878.35,182.34,660.05
2013-11-18,6189.0,874.75,176.76,668.8
2013-11-14,6056.15,851.65,172.31,642.2
2013-11-13,5989.6,844.4,169.71,633.7
2013-11-12,6018.05,852.6,167.3,645.95
2013-11-11,6078.8,863.9,170.44,654.25
2013-11-08,6140.75,875.95,174.43,652.5
2013-11-07,6187.25,885.9,175.26,665.4
2013-11-06,6215.15,898.6,180.96,668.9
2013-11-05,6253.15,909.7,187.6,676.25
2013-11-03,6324.95,908.7,188.63,680.45
2013-11-01,6307.2,908.25,187.9,683.8
2013-10-31,6299.15,914.7,179.68,680.8
2013-10-30,6251.7,898.15,172.11,679.35
2013-10-29,6220.9,896.8,174.05,686.5
2013-10-28,6101.1,890.75,167.54,667.9
2013-10-25,6144.9,887.0,172.1,672.55
2013-10-24,6164.35,884.5,171.83,669.3
2013-10-23,6178.35,896.75,171.66,660.2
2013-10-22,6202.8,904.2,167.53,669.0
2013-10-21,6204.95,913.2,167.16,671.25
2013-10-18,6189.35,905.65,166.46,676.6
2013-10-17,6045.85,880.35,162.13,654.2
2013-10-15,6089.05,867.8,162.28,652.45
2013-10-14,6112.7,870.3,165.72,667.5
2013-10-11,6096.2,863.35,165.28,661.3
2013-10-10,6020.95,860.0,163.3,641.05
2013-10-09,6007.45,860.9,160.9,649.15
2013-10-08,5928.4,844.95,160.76,632.65
2013-10-07,5906.15,844.05,163.31,634.3
2013-10-04,5907.3,854.4,165.07,640.45
2013-10-03,5909.7,846.95,166.02,636.2
2013-10-01,5780.05,821.45,164.34,611.65
2013-09-30,5735.3,822.4,161.49,593.05
2013-09-27,5833.2,839.9,164.07,608.9
2013-09-26,5882.25,838.25,167.61,621.15
2013-09-25,5873.85,849.05,169.27,620.6
2013-09-24,5892.45,874.6,164.5,638.45
2013-09-23,5889.75,874.35,165.47,641.95
2013-09-20,6012.1,881.9,174.76,659.05
2013-09-19,6115.55,890.6,180.78,683.2
2013-09-18,5899.45,871.95,167.37,650.5
2013-09-17,5850.2,858.15,163.37,642.25
2013-09-16,5840.55,861.75,164.64,642.8
2013-09-13,5850.6,873.0,166.11,629.2
2013-09-12,5850.7,875.4,165.84,633.95
2013-09-11,5913.15,887.75,169.01,647.25
2013-09-10,5896.75,890.35,163.35,638.0
2013-09-06,5680.4,868.0,163.46,616.2
2013-09-05,5592.95,862.55,163.82,609.5
2013-09-04,5448.1,849.35,149.42,564.05
2013-09-03,5341.45,831.0,147.57,562.55
2013-09-02,5550.75,886.75,151.64,589.5
2013-08-30,5471.8,853.85,151.9,594.0
2013-08-29,5409.05,845.25,148.78,572.05
2013-08-28,5285.0,811.8,149.79,561.95
2013-08-27,5287.45,803.25,152.0,561.9
2013-08-26,5476.5,822.6,155.73,611.3
2013-08-23,5471.75,819.5,155.91,607.55
2013-08-22,5408.45,806.1,156.48,588.7
2013-08-21,5302.55,783.6,154.8,593.35
2013-08-20,5401.45,825.35,155.41,584.75
2013-08-19,5414.75,820.25,153.05,584.7
2013-08-16,5507.85,826.7,157.06,587.9
2013-08-14,5742.3,865.0,162.44,621.35
2013-08-13,5699.3,852.9,162.0,620.5
2013-08-12,5612.4,845.65,160.54,602.2
2013-08-08,5565.65,865.65,166.42,610.5
2013-08-07,5519.1,872.45,171.61,601.2
2013-08-06,5542.25,841.05,164.14,608.65
2013-08-05,5685.4,861.55,168.23,632.7
2013-08-02,5677.9,857.35,168.06,631.25
2013-08-01,5727.85,850.0,168.32,632.2
2013-07-31,5742.0,872.05,170.84,609.75
2013-07-30,5755.05,857.35,172.33,625.35
2013-07-29,5831.65,885.7,174.01,632.5
2013-07-26,5886.2,890.15,176.53,644.1
2013-07-25,5907.5,890.75,179.82,653.85
2013-07-24,5990.5,909.35,180.13,659.95
2013-07-23,6077.8,909.55,186.1,683.6
2013-07-22,6031.8,909.05,182.47,682.05
2013-07-19,6029.2,923.7,181.13,680.0
2013-07-18,6038.05,917.25,182.43,684.1
2013-07-17,5973.3,914.95,180.67,662.9
2013-07-16,5955.25,900.6,182.77,678.7
2013-07-15,6030.8,896.85,191.23,695.45
2013-07-12,6009.0,889.95,189.34,695.75
2013-07-11,5935.1,870.05,191.14,683.25
2013-07-10,5816.7,856.0,187.63,659.3
2013-07-09,5859.0,874.8,189.47,670.3
2013-07-08,5811.55,866.95,187.32,660.45
2013-07-05,5867.9,880.35,189.45,667.75
2013-07-04,5836.95,861.65,190.0,655.15
2013-07-03,5770.9,850.85,189.88,650.65
2013-07-02,5857.55,871.85,198.99,656.55
2013-07-01,5898.85,885.7,201.56,668.75
2013-06-28,5842.2,862.6,195.38,669.5
2013-06-27,5682.35,830.0,191.25,646.5
2013-06-26,5588.7,803.6,190.01,622.85
2013-06-25,5609.1,803.8,190.78,634.0
2013-06-24,5590.25,792.65,194.85,625.35
2013-06-21,5667.65,792.85,198.91,635.25
2013-06-20,5655.9,798.0,199.76,636.6
2013-06-19,5822.25,831.7,204.58,665.2
2013-06-18,5813.6,823.4,204.36,657.45
2013-06-17,5850.05,825.55,206.58,667.35
2013-06-14,5808.4,814.65,204.59,665.05
2013-06-13,5699.1,789.8,201.88,655.1
2013-06-12,5760.2,790.8,200.61,663.95
2013-06-11,5788.8,785.6,199.75,664.9
2013-06-10,5878.0,789.35,201.16,676.35
2013-06-07,5881.0,783.6,202.42,676.15
2013-06-06,5921.4,792.0,204.88,682.2
2013-06-05,5923.85,802.0,203.18,687.95
2013-06-04,5919.45,780.2,202.82,683.05
2013-06-03,5939.3,787.9,206.99,689.15
2013-05-31,5985.95,806.3,204.68,700.5
2013-05-30,6124.05,836.8,208.86,725.15
2013-05-29,6104.3,847.9,210.63,715.95
2013-05-28,6111.25,843.4,212.98,713.3
2013-05-27,6083.15,828.3,216.21,715.05
2013-05-24,5983.55,786.45,215.12,701.35
2013-05-23,5967.05,784.45,217.76,698.6
2013-05-22,6094.5,818.75,236.3,703.45
2013-05-21,6114.1,828.6,236.07,707.8
2013-05-20,6156.9,831.15,241.18,714.5
2013-05-17,6187.3,835.5,242.49,718.9
2013-05-16,6169.9,840.65,241.94,722.8
2013-05-15,6146.75,819.0,238.28,714.85
2013-05-14,5995.4,798.15,229.31,689.05
2013-05-13,5980.45,803.0,227.77,692.75
2013-05-11,6107.25,814.1,230.57,702.8
2013-05-10,6094.75,812.95,229.36,703.35
2013-05-09,6050.15,818.1,229.1,690.05
2013-05-08,6069.3,829.65,225.47,697.15
2013-05-07,6043.55,828.15,225.68,688.05
2013-05-06,5971.05,821.6,222.61,675.5
2013-05-03,5944.0,800.5,221.38,680.95
2013-05-02,5999.35,802.9,229.95,692.5
2013-04-30,5930.2,788.2,226.43,682.3
2013-04-29,5904.1,792.65,227.36,695.15
2013-04-26,5871.45,792.4,228.8,689.1
2013-04-25,5916.3,819.65,233.46,689.55
2013-04-23,5836.9,803.7,228.75,689.0
2013-04-22,5834.4,789.75,232.71,698.3
2013-04-18,5783.1,781.6,229.97,673.6
2013-04-17,5688.7,773.7,224.52,660.1
2013-04-16,5688.95,804.95,218.31,663.35
2013-04-15,5568.4,793.6,214.63,641.55
2013-04-12,5528.55,775.35,208.18,643.7
2013-04-11,5594.0,771.1,204.24,639.25
2013-04-10,5558.7,779.4,202.32,632.0
2013-04-09,5495.1,776.95,198.83,620.6
2013-04-08,5542.95,789.4,203.37,624.45
2013-04-05,5553.25,780.1,205.67,620.95
2013-04-04,5574.75,767.55,206.76,616.15
2013-04-03,5672.9,776.55,210.46,623.65
2013-04-02,5748.1,793.9,214.05,629.9
2013-04-01,5704.4,778.75,209.06,623.85
2013-03-28,5682.55,772.9,207.28,625.35
2013-03-26,5641.6,783.35,205.03,614.5
2013-03-25,5633.85,809.25,205.83,609.4
2013-03-22,5651.35,810.6,208.4,605.25
2013-03-21,5658.75,812.6,211.95,607.0
2013-03-20,5694.4,822.7,212.04,625.5
2013-03-19,5745.95,825.0,220.36,631.55
2013-03-18,5835.25,834.3,224.98,643.3
2013-03-15,5872.6,843.65,226.2,639.4
2013-03-14,5908.95,860.05,225.51,649.25
2013-03-13,5851.2,845.0,217.94,634.9
2013-03-12,5914.1,847.85,220.69,644.0
2013-03-11,5942.35,844.5,220.47,655.25
2013-03-08,5945.7,851.3,220.95,657.3
2013-03-07,5863.3,836.5,216.62,641.8
2013-03-06,5818.6,835.25,216.86,630.5
2013-03-05,5784.25,826.35,212.86,632.95
2013-03-04,5698.5,812.6,209.95,627.65
2013-03-01,5719.7,810.4,208.77,622.5
2013-02-28,5693.05,813.85,208.09,625.35
2013-02-27,5796.9,831.3,221.34,642.75
2013-02-26,5761.35,823.5,219.84,651.25
2013-02-25,5854.75,854.35,222.09,656.45
2013-02-22,5850.3,862.6,219.6,659.3
2013-02-21,5852.25,859.2,221.06,666.25
2013-02-20,5943.05,874.8,225.21,676.95
2013-02-19,5939.7,848.4,227.35,674.8
2013-02-18,5898.2,847.5,226.27,676.0
2013-02-15,5887.4,845.8,223.35,676.75
2013-02-14,5896.95,856.05,221.58,674.8
2013-02-13,5932.95,879.0,225.47,664.2
2013-02-12,5922.5,875.45,229.64,665.2
2013-02-11,5897.85,868.4,229.44,656.95
2013-02-08,5903.5,863.55,228.62,650.05
2013-02-07,5938.8,872.9,232.66,641.5
2013-02-06,5959.2,875.65,234.87,639.5
2013-02-05,5956.9,874.75,237.15,644.15
2013-02-04,5987.25,886.7,235.26,646.9
2013-02-01,5998.9,894.0,241.24,640.15
2013-01-31,6034.75,886.65,243.8,643.05
2013-01-30,6055.75,899.4,243.61,656.65
2013-01-29,6049.9,882.85,246.25,652.45
2013-01-28,6074.8,897.55,249.16,670.35
2013-01-25,6074.65,912.2,251.37,665.05
2013-01-24,6019.35,915.55,245.92,660.3
2013-01-23,6054.3,923.05,248.04,656.6
2013-01-22,6048.5,920.05,246.45,653.75
2013-01-21,6082.3,919.95,249.95,658.55
2013-01-18,6064.4,900.2,249.21,662.85
2013-01-17,6039.2,890.0,246.99,666.8
2013-01-16,6001.85,861.35,243.24,660.5
2013-01-15,6056.6,847.15,248.99,668.3
2013-01-14,6024.05,847.55,249.98,669.3
2013-01-11,5951.3,839.9,249.11,669.3
2013-01-10,5968.65,850.05,253.91,675.8
2013-01-09,5971.5,852.7,252.28,667.5
2013-01-08,6001.7,850.65,249.34,670.25
2013-01-07,5988.4,856.6,246.76,668.2
2013-01-04,6016.15,861.85,248.67,679.35
2013-01-03,6009.5,860.75,247.16,683.35
2013-01-02,5993.25,847.95,245.06,687.35
2013-01-01,5950.85,840.7,242.65,684.5
